,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
1513,302178.0,566487,2008-07-30,10.0,0.0,,2008-10-28 00:00:00,90,0,OPERARIO DE PRODUCCIÓN,Mantención,Educación / Capacitación,Empresa líder en la industria requiere a personas con conocimientos y capacidades necesarias para el puesto de operario de producción. Su labor será encargarse del mantenimiento y buen funcionamiento de la maquinaria de la empresa.,Jornada Completa,,OPERARIO DE PRODUCCIÓN,Técnico,Indiferente,"Los requisitos que deben cumplir para poder acceder al puesto en cuestión son tener estudios técnicos concluidos en la carrera de Mecánica, la experiencia no es indispensable, contar con un óptimo estado de salud y tener facilidad para la comunicación interpersonal. A cambio la empresa ofrece sueldo de acuerdo a desempeño y beneficios de ley, un agradable ambiente de trabajo y capacitación en el área de mantenimiento. 
   Para poder acceder a la oferta de trabajo, favor ingresar su Currículum Vitae a la página Web de la empresa, todas aquellas personas interesadas que cumplan con los requisitos del puesto.",,Desactivo,Pagado,Nivel bajo,,0.0,Matched (3),0,0,1,0,[1483]
1515,302213.0,11758,2008-07-30,1.0,1.0,3.0,2008-09-28 00:00:00,60,0,Asistente de Cobranzas Importante Empresa Nacional,Contabilidad,Agropecuaria ,"Nuestro cliente, importante empresa chilena comercializadora y confeccionadora de ropa, con amplia presencia a nivel nacional requiere contratar al mejor profesional para el cargo de Asistente de Cobranzas
Se ofrece:  
Integrarse a una sólida y prestigiosa empresa 
Estabilidad laboral
Renta de mercado

BVM Consultores invita a las interesadas que cumplan con los requisitos señalados a enviar su CV CON REFERENCIAS Y PRETENCIONES DE RENTA al correo asistentecontable@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com. SE GARANTIZA ABSOLUTA RESERVA Y CONFIDENCIALIDAD",Jornada Completa,INDEFINIDO,QUILICURA,Universitaria,Indiferente,"Titulo de Contador general o auditor
Experiencia Mínima 3 años en el Departamento Cobranza
Experiencia en tareas de facturación, notas de crédito, control guías facturadas, despacho documentos, control de archivo, cobranza telefónica y atención de clientes.
Capacidad de trabajar bajo presión, proactivo.
Manejo de office a nivel usuario.
Antecedentes intachables y honestidad a toda prueba.",[Contador General / Contabilidad] - ,Desactivo,Gratuito,Nivel usuario avanzado,,250000.0,Matched (3),1,0,0,0,"[1516, 1601, 1602]"
1516,302214.0,21475,2008-07-30,1.0,1.0,3.0,2008-10-28 00:00:00,90,0,Asistente de Cobranzas Importante Empresa Nacional,Contabilidad,Agropecuaria ,"Nuestro cliente, importante empresa chilena comercializadora y confeccionadora de ropa, con amplia presencia a nivel nacional requiere contratar al mejor profesional para el cargo de Asistente de Cobranzas
Se ofrece:  
Integrarse a una sólida y prestigiosa empresa 
Estabilidad laboral
Renta de mercado

BVM Consultores invita a las interesadas que cumplan con los requisitos señalados a enviar su CV CON REFERENCIAS Y PRETENCIONES DE RENTA al correo asistentecontable@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com. SE GARANTIZA ABSOLUTA RESERVA Y CONFIDENCIALIDAD.",Jornada Completa,INDEF,QUILICURA,Universitaria,Indiferente,"Titulo de Contador general o auditor
Experiencia Mínima 3 años en el Departamento Cobranza
Experiencia en tareas de facturación, notas de crédito, control guías facturadas, despacho documentos, control de archivo, cobranza telefónica y atención de clientes.
Capacidad de trabajar bajo presión, proactivo.
Manejo de office a nivel usuario.
Antecedentes intachables y honestidad a toda prueba.",[Contador General / Contabilidad] - ,Desactivo,Gratuito,Nivel usuario,,250000.0,Matched (3),1,0,0,0,"[1515, 1601, 1602]"
1518,302359.0,8240,2008-07-31,1.0,0.0,,2008-10-29 00:00:00,90,0,Práctica Profesional Área Servicios Profesionales,Computación e Informática,Aeronaves / Astilleros,"Bell Technologies S.A busca estudiante de Ingenieria Civil Industrial, recién egresado o pronto a titularse para desempeñar práctica profesional.
-Inglés nivel intermedio oral y escrito.
-Buen rendimiento académico.
-Interesado en ingresar a trabajar durante el 2009 a una empresa comercializadora e implantadora de soluciones basadas en Tecnologías de Información y Comunicaciones (TIC).
-Motivado para trabajar en áreas de ingeniería en actividades de diseño e implementación de soluciones y/o aplicaciones de:
a)Telefonía IP
b)Centros de llamados o de contactos
c)Comunicaciones o mensajería unificada
d)Autoservicios remotos (web, voz, Chat, etc.) y presenciales (ATMs o cajeros automáticos, kioscos web, etc)
-Tipo de labores potenciales a realizar:
a)Apoyo a actividades de Pre Venta
b)Integración de Sistemas
c)Desarrollo/Mantención de Software
d)Actividades de QA de software",Práctica Profesional,,Santiago,Universitaria,Indiferente,"-Responsable, autónomo, proactivo, organizado
-Capacidad para trabajar bajo presión",[Ingeniería Industrial] - ,Desactivo,Gratuito,Nivel técnico,,200000.0,Matched (3),0,1,0,0,"[1407, 1437, 1702, 1703]"
1524,302985.0,44045,2008-08-01,1.0,0.0,2.0,2008-10-30 00:00:00,90,0,Responsable Sistemas y Datos,Informática,Biotecnologia,"Multivoice Contac Center convoca a interesados para ocupar el puesto de Responsable de Sistemas y Datos del área  INFRAESTRUCTURA TÉCNICA Y SISTEMAS, quien deberá: gestionar los recursos Tecnológicos y Humanos en las tareas de mantenimiento y mejora continua de los sistemas propios o de terceros.-

o	Liderar equipos de trabajo y proyectos 
o	Coordinar las tareas de Mantenimiento y desarrollos de mejora a aplicativos propios o de terceros 
o	Administrar las bases de datos      
o	Monitoreo y operaciones : dar soporte en tiempo real a los diferentes negocios u operaciones con soporte presencial o remoto.-
o	Continuidad de servicio: priorizar sistemas, medir riesgos y vulnerabilidad por futuros problemas, definir políticas de backup
o	Capacidades de Hardware: Trabajar en conjunto con infraestructura en la definición y correcta utilización del hardware.-
o	Desarrollo de aplicaciones: Desarrollar con lenguajes de ultima generación y con estándares basados en CMM.-
o	Dar soporte al desarrollo de Nuevos negocios en base a nuevas soluciones o mejoras a las existentes
o	Definir circuitos administrativos y de negocios en conjunto con las áreas/cliente   
o	Implementar nuevas tecnologías y capacitar a todas las personas involucradas en la misma
o	Implementar procesos y estándares CMM e ISO
o	Administrar servicios y contratos con proveedores externos

FORMACION ACADEMICA: Graduado Universitario con actualización permanente en disciplinas tecnológicas
IDIOMAS: Preferentemente Inglés Nivel 3
EXPERIENCIA: 3 años en posiciones similares ó 5 años en posiciones de un nivel inferior",Jornada Completa,,Córdoba Capital,Universitario,Indiferente,Ingresá tus datos a través de www.grupomultivoice.com y adjuntános tu CV.,,Desactivo,Pagado,Nivel profesional,,4000.0,Matched (3),0,1,0,0,"[1297, 1311, 1371, 1403, 1541]"
1525,303002.0,7313,2008-08-01,1.0,0.0,3.0,2008-10-30 00:00:00,90,0,Ingeniero en Control de Gestión Importante Empresa Productora,Ingeniería,Biotecnologia,"Importante empresa de fabricación de plásticos, líder en su rubro, ubicada en Huechuraba, requiere contratar al mejor  Ingeniero en Control de Gestión. 

Responsabilidades: 
Participación en los procesos de formulación estratégica
Definir el modelo de control de gestión estratégica
Entregar los antecedentes de avances de la gestión 
Reportar al Gerente General
Dirigir y elaborar el proceso presupuestario anual de la empresa
Estandarización de la gestión operativa de la empresa
Se ofrece: 
Posibilidad de incorporarse en forma estable 
Desarrollo y crecimiento profesional
Renta de mercado
Grato ambiente laboral

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail ingcontrolgestion@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEF,STGO,Universitaria,Indiferente,"Ingeniero Civil Industrial o Civil 
Experiencia de 1 a 2 años en cargos similares
Amplios conocimientos en Control de Gestión y Dirección Estratégica.
Ganas de crecer y desarrollarse de forma permanente en una importante empresa.
Persona proactiva y dinámica
Conocimientos en Excel
Antecedentes intachables y honestidad a toda prueba.",[Ingeniería Industrial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1200000.0,Matched (3),1,0,0,0,"[1482, 1485, 1526, 1656, 1657, 1658, 1736, 1835, 1836, 1837, 1838, 1839, 1840, 1858, 1859, 1933]"
1526,303004.0,7161,2008-08-01,1.0,0.0,2.0,2008-09-30 00:00:00,60,0,Ingeniero en Control de Gestión Importante Empresa Productora,Ingeniería,Biotecnologia,"Importante empresa de fabricación de plásticos, líder en su rubro, ubicada en Huechuraba, requiere contratar al mejor  Ingeniero en Control de Gestión. 

Responsabilidades: 
Participación en los procesos de formulación estratégica
Definir el modelo de control de gestión estratégica
Entregar los antecedentes de avances de la gestión 
Reportar al Gerente General
Dirigir y elaborar el proceso presupuestario anual de la empresa
Estandarización de la gestión operativa de la empresa
Se ofrece: 
Posibilidad de incorporarse en forma estable 
Desarrollo y crecimiento profesional
Renta de mercado
Grato ambiente laboral

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail ingcontrolgestion@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEF,STGO,Universitaria,Indiferente,"Ingeniero Civil Industrial o Civil 
Experiencia de 1 a 2 años en cargos similares
Amplios conocimientos en Control de Gestión y Dirección Estratégica.
Ganas de crecer y desarrollarse de forma permanente en una importante empresa.
Persona proactiva y dinámica
Conocimientos en Excel
Antecedentes intachables y honestidad a toda prueba.",[Ingeniería Civil] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[1482, 1485, 1525, 1656, 1657, 1658, 1736, 1835, 1836, 1837, 1838, 1839, 1840, 1858, 1859, 1933]"
1527,303018.0,10606,2008-08-01,1.0,0.0,3.0,2008-09-30 00:00:00,60,0,Tesorero / encargado de proveedores importante empresa,Contabilidad,Biotecnologia,"Importante empresa de fabricación de plásticos, líder en su rubro, ubicada en Huechuraba, requiere contratar un tesorero encargado de proveedores.  
 
Funciones: 
- Control de fondos, administración de recursos planificación de necesidades de financiamiento. 
- Flujo de caja. 
- Control de presupuesto de ingreso y egreso. 
- Libro de compras y pago de IVA. 
- Estados de flujo de efectivo.  
- Relación con bancos. 
- Informes contables y de gestión.  
Se ofrece  
- Incorporarse a empresa líder en su rubro 
- Estabilidad laboral 
- Posibilidades de desarrollo profesional  
- Renta de mercado.  

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail tesorero@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEF,STGO,Universitaria,Indiferente,"- Profesional del área financiera, contador auditor o ingeniero comercial. 
- Experiencia de al menos tres años en el cargo en empresas productivas de alta facturación. REQUISITO EXCLUYENTE
- Persona de alta iniciativa, liderazgo y capacidad de trabajo en equipo.",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[1558, 1559, 1580, 1582]"
1528,303054.0,7313,2008-08-01,1.0,0.0,3.0,2008-10-30 00:00:00,90,0,"Ing. Agrónomo empresa multinacional de semillas, V región",Agronomía,Biotecnologia,"Nuestro cliente, importante empresa multinacional de producción y exportación de semillas ubicada en la V región, requiere contratar Ingeniero Agrónomo para supervisión de control de calidad.

Responsabilidades:
- A cargo de laboratorio de patología de semillas, fisiología y pureza genética.
- Coordinar actividades con otros deptos. de la empresa, como Producción, Logística y otros
Se Ofrece:
-	Incorporarse a empresa líder en su rubro 
-	Estabilidad laboral 
-	Renta de mercado.

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail agronomo@bvmconsultores.com o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,INDEF,CALERA,Universitaria,Indiferente,"- Estudios de ingeniero agrónomo.
- Entre tres y cinco años de experiencia y conocimientos en patologías de semillas y plantas. (REQUISITO EXCLUYENTE)
- Disponibilidad para residir en V región o que tenga su residencia ahí (REQUISITO EXCLUYENTE).
- Inglés de nivel avanzado.(REQUISITO EXCLUYENTE)
- Conocimientos de computación nivel usuario.
- Persona dinámica y proactiva, con habilidades de trabajo en equipo.",[Agronomía] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1400000.0,Matched (3),1,0,0,0,"[1410, 1414, 1530, 1531, 1532, 1533, 1534, 1605, 1606, 1607, 1608, 1609, 1610, 1689, 1691, 1693, 1695, 1737, 1917, 1918, 1919, 1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930]"
1530,303064.0,10761,2008-08-01,1.0,0.0,3.0,2008-09-30 00:00:00,60,0,"Ing. Agrónomo empresa multinacional de semillas, V región.",Estudio,Biotecnologia,"Nuestro cliente, importante empresa multinacional de producción y exportación de semillas ubicada en la V región, requiere contratar Ingeniero Agrónomo para supervisión de control de calidad.

Responsabilidades:
- A cargo de laboratorio de patología de semillas, fisiología y pureza genética.
- Coordinar actividades con otros deptos. de la empresa, como Producción, Logística y otros
Se Ofrece:
-	Incorporarse a empresa líder en su rubro 
-	Estabilidad laboral 
-	Renta de mercado.

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail agronomo@bvmconsultores.com o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,INDEFINIDO,CALERA,Universitaria,Indiferente,"- Estudios de ingeniero agrónomo.
- Entre tres y cinco años de experiencia y conocimientos en patologías de semillas y plantas. (REQUISITO EXCLUYENTE)
- Disponibilidad para residir en V región o que tenga su residencia ahí (REQUISITO EXCLUYENTE).
- Inglés de nivel avanzado.(REQUISITO EXCLUYENTE)
- Conocimientos de computación nivel usuario.
- Persona dinámica y proactiva, con habilidades de trabajo en equipo.",[Agronomía] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[1410, 1414, 1528, 1531, 1532, 1533, 1534, 1605, 1606, 1607, 1608, 1609, 1610, 1689, 1691, 1693, 1695, 1737, 1917, 1918, 1919, 1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930]"
1531,303071.0,10004,2008-08-01,1.0,0.0,3.0,2008-09-30 00:00:00,60,0,"Ing. Agrónomo empresa multinacional de semillas, V región.",Agronomía,Biotecnologia,"Nuestro cliente, importante empresa multinacional de producción y exportación de semillas ubicada en la V región, requiere contratar Ingeniero Agrónomo para supervisión de control de calidad.

Responsabilidades:
- A cargo de laboratorio de patología de semillas, fisiología y pureza genética.
- Coordinar actividades con otros deptos. de la empresa, como Producción, Logística y otros
Se Ofrece:
-	Incorporarse a empresa líder en su rubro 
-	Estabilidad laboral 
-	Renta de mercado.

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail agronomo@bvmconsultores.com o ingresarlos directamente en el sitio www.serecluta.com",Jornada Completa,INDEF,CALERA,Universitaria,Indiferente,"- Estudios de ingeniero agrónomo.
- Entre tres y cinco años de experiencia y conocimientos en patologías de semillas y plantas. (REQUISITO EXCLUYENTE)
- Disponibilidad para residir en V región o que tenga su residencia ahí (REQUISITO EXCLUYENTE).
- Inglés de nivel avanzado.(REQUISITO EXCLUYENTE)
- Conocimientos de computación nivel usuario.
- Persona dinámica y proactiva, con habilidades de trabajo en equipo.",[Agronomía] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1400000.0,Matched (3),1,0,0,0,"[1410, 1414, 1528, 1530, 1532, 1533, 1534, 1605, 1606, 1607, 1608, 1609, 1610, 1689, 1691, 1693, 1695, 1737, 1917, 1918, 1919, 1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930]"
