,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
3454,654378.0,580662,2010-08-27,1.0,0.0,2.0,2010-09-21 00:00:00,25,0,INGENIERO DE PLANIFICACION Y ESTUDIOS,Planificación y Desarrollo,Siderurgia,"Arauco Bioenergía requiere Ingeniero Civil Industrial, Eléctrico o Matemático para desempeñarse como Ingeniero de Planificación y Estudios. El objetivo del cargo es proponer y apoyar la toma de decisiones estratégicas asociadas al desarrollo y crecimiento del negocio energético de Arauco. Las tareas principales del cargo son:

•  Efectuar proyecciones de las principales variables del negocio eléctrico usando modelos de simulación específicos del mercado Chileno para el corto, mediano y largo plazo.
•  Apoya el desarrollo de estudios y evaluaciones de proyectos asociados a generación de energía mediante fuentes convencionales y renovables no convencionales.
•  Desarrollar estudios y análisis estratégicos de los mercados relevantes para desarrollo de los negocios del área. 
•  Formular y desarrollar modelos que permitan optimizar e impulsar los actuales y posibles nuevos negocios energéticos de Arauco. 

Se requiere una persona que posea elevada capacidad analítica, orientación a la calidad, con capacidad de trabajo en equipo, habilidades de planificación y organización, además de un buen manejo de relaciones interpersonales.
",Jornada Completa,Indefinido,Las Condes,Universitaria,Graduado,"-  Ingeniero Civil Industrial, Eléctrico o Matemático 
-  Máximo 2 años de experiencia
-  Experiencia en el uso de programas de simulación y modelos de optimización
-  Dominio de Ingles nivel medio
-  Disponibilidad para viajar esporádicamente
",[Ingeniería Civil Matemática] - ,Desactivo,Pagado,Ninguno,,1400000.0,Matched (3),0,0,1,0,[3834]
3456,654532.0,611626,2010-08-27,1.0,0.0,1.0,2010-08-31 00:00:00,4,0,ASISTENTE DE CAMBIOS,Operaciones,Energía / Electricidad / Electrónica,"Enjoy, líder en la industria del Entretenimiento busca para su área de Operaciones, a Asistente de Cambios.
Su propósito principal es facilitar el cambio de dinero y fichas en la oficina de cambio, para incentivar el juego de los clientes.
Sus principales funciones son; atender al público, en relación al cambio pago y recuperación de medios de pagos y realizar labores administrativas del área.
",Por Turnos,3 meses,ENJOY COQUIMBO,Media,Graduado,"-Deseable experiencia en el cargo
",,Desactivo,Pagado,Ninguno,,160000.0,Matched (3),1,0,0,0,"[3652, 4234, 4312, 4494, 4683]"
3457,654580.0,1472,2010-08-27,1.0,0.0,3.0,2010-11-25 00:00:00,90,0,Gerente de Finanzas,Finanzas,Servicios Varios,"Becton Dickinson & Company, importante empresa multinacional del rubro de Tecnología Médica, con mas de 113 años en el mercado y 15 años de presencia en Chile, busca para incorporar a su empresa a un profesional del área financiera para asumir el rol de Gerente Financiero.

Buscamos profesionales jóvenes, con no mas de 3 años de experiencia en similar posición, con potencial de desarrollo que tenga interés en formarce como un Gerente de elite en la industria local e internacional. Dentro de sus principales funciones destacan:

• Preparación del presupuesto anual del Hub Andino (Chile - Perú - Bolivia)
• Preparación de la incorporación de reforecast
• Preparación de papeles de trabajo para la declaración anual del impuesto
• Revisión contable mensual proceso de cierre incluyendo análisis
• Entre otras actividades propias del cargo.

El candidato debe contar con una visión Generalista del área financiera, poseer experiencia en empresas multinacionales. Será un plus haber contado con participación laboral en empresas del rubro. Es requisito excluyente el dominio avanzado del idioma inglés. Se esperan candidatos con formación de Ingeniero Comercial y o Contadador auditor, idealmente con estudios de post grado (MBA, Magíster). Idealmente, experiencia y/o participación en procesos de implementación de algún ERP (ej, SAP)

La persona seleccionada estará a cargo de las finanzas en el HUB Andino, compuesto por Chile Perú y Bolivia.

Becton Dickinson es una empresa cuya misión es ayudar a las personas a vivir saludablemente, para lo cual esperamos contar con personas que se sientan identificadas y motivadas para alinear la gestión propia del cargo, a éste objetivo global",Jornada Completa,indefinido,Pudahuel,Postgrado,Graduado,"Estudios(Titulado) , 3 Años de experiencia mínima en Gerencia. ",[Ingeniería Comercial] - ,Desactivo,Pagado,Ninguno,,1.0,Matched (3),0,0,1,0,[3581]
3458,654615.0,592632,2010-08-27,1.0,0.0,0.0,2010-10-26 00:00:00,60,0,Jefe de Marketing,Marketing / Mercadeo,Arquitectura / Diseño / Decoración,"Buscamos Ingeniero(a) Comercial, de preferencia mujer joven, buena alumna en la universidad, con gusto por área de Marketing y ventas. La experiencia no es fundamental, pero si es deseable que la tenga en venta de intangibles o en trabajo de marketing. Buscamos persona creativa, con ganas de hacer y desarrollar cosas,  para dirigir y supervisar el marketing del holding de empresas, en cuanto a publicidad, material grafico, contenidos web, actividades, promociones,desarrollo de productos, realizar y dirigir estudios de mercado,  concursos internos, etc. 
Necesitamos que tengas dominio de herramientas office a nivel intermedio, que sea ordenada, metódica, con capacidad de análisis de los mercados, liderazgo y buenas relaciones interpersonales para relacionarse directamente con la fuerza de ventas.
El cargo, depende directamente del Gerente Comercial.
",Jornada Completa,indefinido,Concepción,Universitaria,Graduado,Profesional de carrera a fin al Marketing y la Ingeniería Comercial o similar con algun grado de especialización en marketing o administración en caso de no ser Ingeniero Comercial.,[Venta y Publicidad] - ,Desactivo,Pagado,Nivel usuario avanzado,,800000.0,Matched (3),0,0,1,0,[3777]
3463,654792.0,620958,2010-08-27,5.0,0.0,1.0,2010-09-03 00:00:00,7,0,Ejecutivo de Venta para Sucursal R.M,Telecomunicaciones,Automotriz ,"Importante Empresa de Telecomunicaciones requiere contratar Ejecutivos de Venta para atención en sucursales de la R.M .
Sus principales funciones serán la venta de los productos de la compañía (telefonía, internet, televisión digital y satelital) y la atención general de clientes.
Orientamos nuestra búsqueda en personas con experiencia en atención a público, excelentes habilidades comunicacionales e interpersonales (empatía, capacidad de negociación, resolución de conflictos).
Se ofrece integrarse a importente empresa, capacitación de productos, sueldo base más comisiones por ventas. ",Jornada Completa,Plazo fijo y luego indefinido,Santiago,Media,Egresado,"Indispensable experiencia de venta en sucursales y en atención Servicio a clientes de a lo menos 1 año. 
Disponibilidad para los fines de semana.
Idealmente experiencia de venta en productos de telefonìa, internet y TV Cable.
Conocimientos computacionales, nivel usuario
Disponibilidad Inmediata",,Desactivo,Pagado,Nivel usuario,,250000.0,Matched (3),1,0,0,0,"[2851, 2992, 3060, 3126, 3157, 3215, 3218, 3220, 3282, 3317, 3335, 3347, 3350, 3401, 3408, 3479, 3480, 3481, 3482, 3496, 3497, 3523, 3549, 3550, 3551, 3564, 3566, 3567, 3568, 3569, 3570, 3604, 3605, 3606, 3688, 3731, 3780, 3783, 3787, 3789, 3790, 3791, 3792, 3793, 3794, 3795, 3798, 3799, 3800, 3802, 3805, 4071, 4300, 4583, 4584, 4772, 4779, 4872]"
3464,654793.0,20780,2010-09-01,2.0,0.0,3.0,2010-10-31 00:00:00,60,1,PSICOLOGO FREE LANCE VALPARAISO,Recursos Humanos,Agua / Obras Sanitarias,"Prestigiosa Consultora de Recursos Humanos con importante Red Nacional, requiere Psicólogos Free Lance para realizar evaluaciones de personal en la cuidad de QUILLOTA Los interesados deben poseer experiencia comprobable en entrevistas por competencias, lugar físico para realizar entrevistas y disponibilidad para trabajar dentro de los plazos de tiempos definidos. Se ofrece 1 U.F bruta por informe realizado.
   Interesados enviar currículum actualizado en formato Word, certificado de título escaneado, informe de competencias realizado y fotos de oficina a evaluacion@altodesarrollo.cl indicando en el asunto del mail, la ciudad a la cual postula.",Part Time,a definir,Castro,Universitaria,Indiferente,"Experiencia en Entrevistas por Competencias de al menos un año.
   Lugar físico para entrevistas.
   Trabajo bajo presión de plazos.
   Disponer de un horario estable y definido",[Psicología] - ,Desactivo,Pagado,Nivel usuario,,0.0,Matched (3),2,0,0,0,"[12, 2032, 2033, 2037, 2038, 2039, 2040, 2041, 2042, 2044, 2045, 2046, 2047, 2048, 3377, 3378, 3560, 3700, 3701, 3702, 3707, 3708]"
3465,654945.0,604964,2010-08-27,1.0,0.0,2.0,2010-09-26 00:00:00,30,0,Diseñador,Diseño,Forestal / Papel / Celulosa,Cencosud busca a un Diseñador web cuya responsabilidad sea desarrollar las gráficas para todos los soportes digitales que requiera la marca en coordinación con el área de Marketing de Paris y ademas actualizar la información publicada en el sitio. ,Jornada Completa,Indefinido,Alto las Condes,Universitaria,Graduado,"Capacidad de trabajo bajo presion.
Capacidad de trabajo en equipo.
Proactividad.
Dinamismo.",[Diseño] - ,Desactivo,Pagado,Nivel profesional,,800000.0,Matched (3),1,0,0,0,[3563]
3466,654978.0,2284,2010-09-07,1.0,0.0,3.0,2010-11-06 00:00:00,60,1,ANALISTA DE ESTUDIOS INMOBILIARIOS,Administración,Agrícola / Ganadera,"Nuestro cliente, prestigiosa empresa de Servicios Inmobiliarios, requiere contratar a un profesional altamente calificado para asumir el cargo de: 


ANALISTA DE ESTUDIOS INMOBILIARIOS

El candidato seleccionado será responsable de la  realización de estudios de mercado, coordinación de levantamiento de información, recopilación ordenada de datos e interpretación de estos y elaboración de tablas. Además, deberá analizar datos y convertir en información tendiente a dar respuesta las preguntas del mandante, deducir y dar conclusiones respecto al mercado del sector inmobiliario. 

Orientamos la búsqueda a Profesional con experiencia de al menos 3 años en temas afines a la generación de información y en estadística. Buen dominio de Excel y programas de estadística y deseable estudios de mercado.

Serán considerados como relevantes aspectos como habilidades comerciales, visión de negocio, capacidad de abstracción, pensamiento analítico y estratégico, orientación a los detalles, expresión oral y escrita, ordenado y metódico, trabajo bajo presión, capacidad de planeación, búsqueda de información y preocupación por el orden y la claridad. 

Nuestro representado ofrece la posibilidad de incorporarse a una organización con gran presencia y solidez a nivel nacional.

Invitamos a los interesados que cumplan los requisitos señalados a postular en línea en el sitio www.tmf-group.cl, o enviar su CV y pretensiones de renta exclusivamente a seleccion.personal@tmf-group.com haciendo referencia al código 9492. Los antecedentes serán analizados en forma confidencial
",Jornada Completa,indefindo,santiago,Universitaria,Graduado,"Orientamos la búsqueda a Profesional con experiencia de al menos 3 años en temas afines a la generación de información y en estadística. Buen dominio de Excel y programas de estadística y deseable estudios de mercado.
",,Desactivo,Pagado,Ninguno,,700000.0,Matched (3),1,0,1,0,"[3643, 3944]"
3469,655021.0,580662,2010-08-27,1.0,0.0,2.0,2010-09-21 00:00:00,25,0,INGENIERO DE CLIENTES Y CONTRATOS,Comercial,Siderurgia,"Arauco Bioenergía S.A., filial del grupo forestal más importante del país, empresa líder en  producción y ventas de energía renovable no convencional, requiere contratar Ingeniero Civil Industrial para desempeñarse en su área comercial,  en el cargo de Ingeniero de Clientes y Contratos. La responsabilidad del cargo es el análisis y  gestión de compras y ventas de energía eléctrica, análisis de costos de comercialización, debiendo además involucrarse en el control de gestión de producción y presupuesto. 
  
Los postulantes deberán poseer una elevada capacidad analítica, orientación a la calidad, con capacidad de trabajo en equipo, habilidades de planificación y organización, además de un buen manejo de relaciones interpersonales y orientación de servicio al cliente, tanto interno como externo.",Jornada Completa,Indefinido,Las Condes,Universitaria,Graduado,"- Ingeniero Civil Industrial, o Ingeniero Civil Industrial con mención en Electricidad. 
- Recién egresado a 2 años de experiencia
- Deseable dominio de Excel avanzado
",[Ingeniería Civil Industrial] - ,Desactivo,Pagado,Ninguno,,1400000.0,Matched (3),0,0,1,0,"[3836, 4153, 4547]"
3470,655026.0,580662,2010-08-27,1.0,0.0,2.0,2010-09-21 00:00:00,25,0,INGENIERO ANALISTA DE OPERACIONES,Operaciones,Siderurgia,"Arauco Bioenergía S.A., filial del grupo forestal más importante del país, empresa líder en  producción y ventas de energía renovable no convencional, requiere contratar Ingeniero Civil Eléctrico o Electricista  para desempeñarse en su área de operaciones,  en el cargo de Ingeniero Analista de Operaciones. La responsabilidad del cargo es el análisis sistémico de redes eléctricas, análisis de protecciones, análisis de fallas y gestión de operaciones en el mercado spot, orientado al cumplimiento de la normativa de seguridad y calidad de servicio que rige la producción y venta de energía eléctrica en el Sistema Interconectado Central (SIC). Adicionalmente, el cargo implica participar en la conceptualización y desarrollo de proyectos específicos del área, en los complejos industriales del grupo.  
  
Los postulantes deberán poseer una elevada capacidad analítica, sólidos conocimientos en sistemas eléctricos de potencia y sistemas de protecciones, con capacidad de trabajo en equipo y buen manejo de relaciones interpersonales. ",Jornada Completa,Indefinido,Las Condes,Universitaria,Graduado,"- Ingeniero Civil Eléctrico o Electricista, con menos de 2 años de experiencia
- Dominio de herramientas computacionales para simulación y análisis de redes eléctricas
- Lectura de inglés técnico
",[Ingeniería Civil en Electricidad] - ,Desactivo,Pagado,Ninguno,,1400000.0,Matched (3),0,0,1,0,"[3512, 3513, 3835, 4152, 4546, 4867]"
3472,655157.0,25363,2010-09-24,1.0,0.0,2.0,2010-11-23 00:00:00,60,1,VITRINISTA APERTURA COPIAPÓ,Otra Área,Aeronaves / Astilleros,"Por proceso de Apertura en nuestra Tienda COPIAPÓ, buscamos a los mejores Vitrinistas para  área de visual.

Responsable de montar el arreglo y decoración de los eventos realizados en la tienda de acuerdo a los programas presupuestados por el área de visual y a las normas de imagen corporativa definidas.

Algunas funciones son: 

Ambientar vitrinas de acuerdo a los eventos programados.					
Diseñar y colocar avisos de promociones y liquidaciones.				
Realizar todas aquellas tareas relativas a la ambientación de la tienda que la jefatura respectiva asigne.	
Buscamos personas con ideas renovadas y actualizadas en presentación de Vestuario, con conceptos de moda, color y tendencias de mercado.
",Jornada Completa,Fijo / Indefinido,PARIS COPIAPO,Técnico profesional superior,Graduado,"Experiencia en cargo o similar.
Deseable estudios relacionados, en áreas de diseño de ambientes, de vestuario o especialidad afín.
",,Desactivo,Pagado,Ninguno,,300000.0,Matched (3),1,0,0,0,"[3473, 3474, 3475, 4357, 5077, 5262]"
